files_modified_per_sec,files_created,files_deleted,rename_operations,read_operations,write_operations,entropy,cpu_usage,memory_usage,disk_io,extension_changes,directories_accessed,encryption_ratio,label
0.1549941941964351,2.0,0.0,0.0,55.0,4.0,3.2166080230416654,26.365710776701782,50.507156526290096,507.8734188777584,0.0,7.0,0.06847927628440276,0
7.707084742091531,33.0,19.0,21.0,193.0,183.0,6.899438557434792,66.39084065582117,78.3986258548797,82880.41085542705,11.0,56.0,0.9822325675496621,1
0.09581666764501837,3.0,0.0,0.0,46.0,8.0,4.07459589045071,13.179530271862092,22.86139124921439,598.0591083695407,0.0,2.0,0.01697018528551788,0
7.356561707091217,27.0,25.0,15.0,175.0,160.0,7.494428015116948,71.41367232431023,79.52363380381081,102626.6268685269,18.0,53.0,0.9322580907594553,1
2.980894655694612,32.0,27.0,16.0,206.0,173.0,6.04867874710217,76.0282334991761,54.737991709904804,19474.591180018095,17.0,50.0,0.6646836350389235,1
0.4438451328724534,1.0,0.0,1.0,54.0,2.0,6.452232219795327,0.0,48.96582158428037,3304.3027567491586,0.0,6.0,0.02198142451902664,0
0.96250426505737,1.0,3.0,0.0,41.0,2.0,4.640137803610038,21.070605895544368,37.18938786648531,5206.884087410756,0.0,7.0,0.030795067906857668,0
0.35319458599644377,1.0,2.0,3.0,64.0,6.0,3.870850744972038,24.72545517552411,40.3888822753482,6364.416236649454,0.0,6.0,0.0064533474129538195,0
0.3883396289181354,1.0,3.0,1.0,62.0,7.0,3.654852747256494,15.913097856510426,53.65940552029443,2014.8816915710524,0.0,4.0,0.08228754615519253,0
0.2799662571102045,1.0,1.0,0.0,52.0,5.0,4.710362284748914,12.403878939523842,36.954724255468065,3102.705725892119,0.0,5.0,0.029011292665285224,0
11.394237596408244,33.0,25.0,17.0,214.0,193.0,6.8573007442061185,77.64677850608182,61.94427456039904,47556.79182956118,20.0,47.0,0.678788074783804,1
8.87960237429166,31.0,17.0,21.0,200.0,184.0,7.009845794213956,82.07392364739263,78.17455106964192,7495.175394317588,16.0,44.0,0.8978468622598306,1
0.4789950401258197,1.0,2.0,0.0,54.0,3.0,5.792320135105257,18.72474645461829,0.0,3586.0345296543182,0.0,4.0,0.05005787089045124,0
0.14330710343396996,2.0,1.0,0.0,44.0,1.0,4.6456161387651775,16.110718680604975,41.59411301408271,2943.7883538547535,0.0,6.0,0.0119865743517855,0
6.559793994334203,25.0,26.0,18.0,195.0,173.0,7.462974876806091,57.835585701290356,89.1639097407365,127280.76623561783,24.0,54.0,0.73956799614306,1
0.2436874179259546,34.0,24.0,16.0,200.0,194.0,7.586410352214461,71.9287204205519,73.3440889910361,122540.14837848902,14.0,57.0,0.9283991266594639,1
0.8304761780516305,2.0,2.0,1.0,48.0,5.0,5.056923016508367,23.814487009637027,25.14756479188815,1937.1568630468487,0.0,5.0,0.001995460290480551,0
1.0507580768638445,2.0,1.0,1.0,43.0,10.0,3.1130533786645653,14.523453977127527,63.76614613730398,411.60514035077944,0.0,7.0,0.042034567489861355,0
0.6812922375385073,4.0,1.0,0.0,43.0,2.0,5.468616510063169,3.306250577456648,40.79525470141097,1646.0649545486033,0.0,6.0,0.0033440354010606486,0
0.37615478633303273,4.0,1.0,3.0,52.0,5.0,3.390301998151017,26.65481051591574,24.116442775285027,1481.551302074855,0.0,7.0,0.30362342447693524,0
0.03907016399493502,4.0,2.0,0.0,45.0,3.0,3.8517445337955323,20.113474769757996,57.290762087440086,351.8483040661359,1.0,1.0,0.025031323848460154,0
0.4682378080692783,2.0,0.0,1.0,48.0,4.0,4.571495342457528,11.165891917969397,48.7781571098495,761.9905158927958,0.0,8.0,0.0379495943626607,0
4.628616220100049,30.0,28.0,20.0,215.0,166.0,7.086160822623189,83.06257368569737,66.94603043135403,82380.29057452742,19.0,48.0,0.9098999254467737,1
0.21165209243318991,2.0,4.0,1.0,63.0,2.0,2.2269910831076234,3.7944571945000227,46.691720212893586,4060.7781717473035,0.0,4.0,0.04521524363844862,0
